date,geo,hashtags,id,text,type,username,state,tweet,road_closure
2019-08-01 15:38:21,,[],1156952313719906305,updated  multi-vehicle crash in duval on i-295 e north before i-95 left lane blocked  last updated at 11 37 36am   ,official,fl511_northeast,Florida,Updated  Multi-vehicle crash in Duval on I-295 E north before I-95 left lane blocked  Last updated at 11 37 36AM   ,1
2019-08-01 15:17:16,,[],1156947007111671811,updated  crash in duval on i-295 e north before i-95 left lane blocked  last updated at 11 16 30am   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north before I-95 left lane blocked  Last updated at 11 16 30AM   ,1
2019-08-01 15:15:09,,[],1156946474518929409,updated  crash in duval on i-295 e north before i-95 left lane blocked  last updated at 11 15 00am   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north before I-95 left lane blocked  Last updated at 11 15 00AM   ,1
2019-08-01 15:01:26,,"[{'text': 'fl511', 'indices': [97, 103]}]",1156943022636130304,new  crash in duval on i-295 e north before i-95 left lane blocked  last updated at 11 00 23am  #fl511  ,official,fl511_northeast,Florida,New  Crash in Duval on I-295 E north before I-95 left lane blocked  Last updated at 11 00 23AM  #fl511  ,1
2019-08-01 14:43:13,,[],1156938441248165889,cleared  crash in duval on sr-13   san jose blvd south at hartley rd 2 right lanes blocked  content provided by waze  last updated at   ,official,fl511_northeast,Florida,Cleared  Crash in Duval on SR-13   San Jose Blvd south at Hartley Rd 2 right lanes blocked  Content provided by Waze  Last updated at   ,0
2019-08-01 14:30:18,,[],1156935187047100417,new  crash in duval on sr-13   san jose blvd south at hartley rd 2 right lanes blocked  content provided by    ,official,fl511_northeast,Florida,New  Crash in Duval on SR-13   San Jose Blvd south at Hartley Rd 2 right lanes blocked  Content provided by    ,1
2019-08-01 13:58:13,,[],1156927113930452994,updated  crash in baker on i-10 east beyond sr-228 left lane blocked  last updated at 09 57 36am   ,official,fl511_northeast,Florida,Updated  Crash in Baker on I-10 east beyond SR-228 left lane blocked  Last updated at 09 57 36AM   ,1
2019-08-01 13:51:16,,[],1156925366998622208,st augustine beach  there will be a flagging operation on sr-206 on the crescent beach bridge due to    ,official,fl511_northeast,Florida,St Augustine Beach  There will be a flagging operation on SR-206 on the Crescent Beach Bridge due to    ,0
2019-08-01 13:37:31,,[],1156921903552110593,cleared  crash in alachua on i-75 north beyond mm 407 left lane blocked  last updated at 08 34 18am ,official,fl511_northeast,Florida,Cleared  Crash in Alachua on I-75 north beyond MM 407 left lane blocked  Last updated at 08 34 18AM ,0
2019-08-01 13:05:17,,[],1156913793361948673,cleared  planned construction in duval on wonderwood bridge west at intracoastal right lane blocked  last updated at 07 05 54am ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on Wonderwood Bridge west at Intracoastal right lane blocked  Last updated at 07 05 54AM ,0
2019-08-01 13:04:31,,[],1156913599815847937,jacksonville  the eastbound lane is blocked on heckscher dr at palm bluff rd due to debris  please use caution in    ,official,fl511_northeast,Florida,Jacksonville  The eastbound lane is blocked on Heckscher Dr at Palm Bluff Rd due to debris  Please use caution in    ,1
2019-08-01 13:01:24,,"[{'text': 'ANJTraffic', 'indices': [89, 100]}]",1156912816927989765,9am- slow ride on 95 nb at philips    right lane blocked due to a crash    expect delays #anjtraffic  actionnewsjax…  ,official,ActionTraffic,Florida,9am- Slow ride on 95 NB at Philips    right lane blocked due to a crash    expect delays #ANJTraffic  ActionNewsJax…  ,0
2019-08-01 12:37:36,,[],1156906828632080384,updated  crash in alachua on i-75 north beyond mm 407 left lane blocked  last updated at 08 34 18am   ,official,fl511_northeast,Florida,Updated  Crash in Alachua on I-75 north beyond MM 407 left lane blocked  Last updated at 08 34 18AM   ,1
2019-08-01 12:37:36,,[],1156906828011311105,new  crash in duval on i-95 north beyond baymeadows right lane blocked  content provided by waze  last updated    ,official,fl511_northeast,Florida,New  Crash in Duval on I-95 north beyond Baymeadows right lane blocked  Content provided by Waze  Last updated    ,1
2019-08-01 12:30:48,,[],1156905115095318529,updated  unconfirmed crash in alachua on i-75 north beyond mm 407 left lane blocked  last updated at 08 26 57am   ,official,fl511_northeast,Florida,Updated  Unconfirmed crash in Alachua on I-75 north beyond MM 407 left lane blocked  Last updated at 08 26 57AM   ,1
2019-08-01 12:26:16,,[],1156903973057650689,updated  unconfirmed crash in columbia on i-75 north at mm 408 left lane blocked  last updated at 08 25 32am   ,official,fl511_northeast,Florida,Updated  Unconfirmed crash in Columbia on I-75 north at MM 408 left lane blocked  Last updated at 08 25 32AM   ,1
2019-08-01 11:53:25,,"[{'text': 'ANJTRaffic', 'indices': [53, 64]}]",1156895709897142272,750am- big 3 travel times    delays continue on i 10 #anjtraffic  actionnewsjax  wokvnews  ,official,ActionTraffic,Florida,750am- BIG 3 travel times    delays continue on I 10 #ANJTRaffic  ActionNewsJax  WOKVNews  ,1
2019-08-01 11:27:11,,[],1156889106322001920,new  planned construction in duval on sr-105   heckscher dr west at imeson park blvd right lane blocked  last    ,official,fl511_northeast,Florida,New  Planned construction in Duval on SR-105   Heckscher Dr west at Imeson Park Blvd right lane blocked  Last    ,1
2019-08-01 11:26:11,,[],1156888855510999045,new  planned construction in duval on sr-105   heckscher dr east at imeson park blvd right lane blocked  last    ,official,fl511_northeast,Florida,New  Planned construction in Duval on SR-105   Heckscher Dr east at Imeson Park Blvd right lane blocked  Last    ,1
2019-08-01 11:21:51,,[],1156887762899001344,rt  fl511 state  it’s hurricane season  make sure you travel smart and download the fl511 mobile app a must on your list if you need to ev…,official,fl511_northeast,Florida,RT  fl511 state  It’s hurricane season  Make sure you travel smart and download the FL511 Mobile App a must on your list if you need to ev…,0
2019-08-01 11:08:18,,[],1156884353579978752,new  planned construction in duval on wonderwood bridge west at intracoastal right lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on Wonderwood Bridge west at Intracoastal right lane blocked  Last updated at    ,1
2019-08-01 11:08:03,,[],1156884292255002625,new  planned construction in clay on sr-21   blanding blvd south at cr-220 left lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Clay on SR-21   Blanding Blvd south at CR-220 left lane blocked  Last updated at    ,1
2019-08-01 10:49:00,,"[{'text': 'ANJTraffic', 'indices': [54, 65]}]",1156879495590219777,645am- crash on the ramp to chaffee road from i 10 wb #anjtraffic  actionnewsjax  ,official,ActionTraffic,Florida,645am- Crash on the ramp to Chaffee road from I 10 WB #ANJTraffic  ActionNewsJax  ,1
2019-08-01 10:38:55,,[],1156876961307926528,traffic deaths up for first responders from last year  not good    drivers remember to move over a lane whenever po…  ,official,ActionTraffic,Florida,Traffic deaths up for First Responders from last year  not good    Drivers remember to Move Over a lane whenever po…  ,1
2019-08-01 10:07:55,,[],1156869156635103233,what do you like about new plans for lot j at tiaa bank field   vote in our survey and let us know…  ,official,ActionTraffic,Florida,What do you like about new plans for Lot J at TIAA Bank Field   Vote in our survey and let us know…  ,0
2019-08-01 09:58:52,,[],1156866878544973824,good morning   august 1 is here   and ware county back to school  so far a smooth morning ride   we have you covere…  ,official,ActionTraffic,Florida,Good Morning   August 1 is here   and Ware County back to school  So far a smooth morning ride   We have you covere…  ,0
2019-08-01 09:53:13,,[],1156865459461009409,crews are wrapping up a mobile home structure fire in the 7500 block of taurus cir east    red cross has been reque…  ,official,JFRDJAX,Florida,Crews are wrapping up a mobile home structure fire in the 7500 block of Taurus Cir east    Red Cross has been reque…  ,1
2019-08-01 09:49:33,,[],1156864534348541952,updated  planned construction in alachua on sr-24   archer rd east at i-75 right lane blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Planned construction in Alachua on SR-24   Archer Rd east at I-75 right lane blocked  Last updated at    ,1
2019-08-01 09:44:21,,[],1156863228749762561,cleared  planned construction in duval on us-90   beach blvd west at peach dr left lane blocked  last updated at 08 22 40pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on US-90   Beach Blvd west at Peach Dr left lane blocked  Last updated at 08 22 40PM ,0
2019-08-01 09:19:10,,[],1156856890422378498,cleared  planned construction in duval on i-95 north at atlantic blvd right lane blocked  last updated at 05 08 51am ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-95 north at Atlantic Blvd right lane blocked  Last updated at 05 08 51AM ,0
2019-08-01 09:08:09,,[],1156854116699844608,cleared  planned construction in duval on i-95 north at atlantic blvd 2 right lanes blocked  last updated at 01 23 12am ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-95 north at Atlantic Blvd 2 right lanes blocked  Last updated at 01 23 12AM ,0
2019-08-01 09:07:10,,[],1156853869491773440,cleared  planned construction in duval on i-295 e north ramp to exit 53 butler off-ramp closed  last updated at 11 37 11pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-295 E north ramp to Exit 53 Butler off-ramp closed  Last updated at 11 37 11PM ,0
2019-08-01 09:07:10,,[],1156853869042905088,cleared  planned construction in duval on i-295 e south ramp to exit 53 butler off-ramp closed  last updated at 11 39 27pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-295 E south ramp to Exit 53 Butler off-ramp closed  Last updated at 11 39 27PM ,0
2019-08-01 09:07:10,,[],1156853868510273536,cleared  planned construction in duval on sr-202   butler blvd west at gate pkwy right lane blocked  last updated at 11 00 26pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on SR-202   Butler Blvd west at Gate Pkwy right lane blocked  Last updated at 11 00 26PM ,0
2019-08-01 09:04:07,,[],1156853102345146373,cleared  planned construction in duval on i-295 w south at exit 30 dunn ave right lane blocked  last updated at 09 35 20pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-295 W south at Exit 30 Dunn Ave right lane blocked  Last updated at 09 35 20PM ,0
2019-08-01 07:34:09,,[],1156830463006302210,cleared  planned construction in duval on i-295 w south before buckman 2 left lanes blocked  last updated at 01 06 28am ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-295 W south before Buckman 2 left lanes blocked  Last updated at 01 06 28AM ,0
2019-08-01 05:31:54,,[],1156799697522221056,new  planned construction in duval on i-95 north at atlantic blvd 2 right lanes blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-95 north at Atlantic Blvd 2 right lanes blocked  Last updated at    ,1
2019-08-01 05:20:09,,[],1156796739992588289,cleared  planned construction in duval on i-95 north at atlantic blvd 2 right lanes blocked  last updated at 11 34 52pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-95 north at Atlantic Blvd 2 right lanes blocked  Last updated at 11 34 52PM ,0
2019-08-01 05:07:15,,[],1156793492745740288,new  planned construction in duval on i-295 w south before buckman 2 left lanes blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 W south before Buckman 2 left lanes blocked  Last updated at    ,1
2019-08-01 05:06:10,,[],1156793219084181505,cleared  planned construction in duval on i-295 w south before buckman 2 right lanes blocked  last updated at 09 47 55pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-295 W south before Buckman 2 right lanes blocked  Last updated at 09 47 55PM ,0
2019-08-01 04:28:07,,[],1156783643496370178,cleared  planned construction in duval on i-295 e north at exit 49 st johns bluff right lane blocked  last updated at 08 28 36pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-295 E north at Exit 49 St Johns Bluff right lane blocked  Last updated at 08 28 36PM ,0
2019-08-01 04:16:09,,[],1156780632690843649,cleared  crash in duval on i-295 e north at exit 51 beach blvd left lane blocked  last updated at 11 47 19pm ,official,fl511_northeast,Florida,Cleared  Crash in Duval on I-295 E north at Exit 51 Beach Blvd left lane blocked  Last updated at 11 47 19PM ,0
2019-08-01 04:00:39,,[],1156776732898275328,cleared  planned construction in duval on sr-21   blanding blvd south at i-295 w 2 left lanes blocked  last updated at 08 01 09pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on SR-21   Blanding Blvd south at I-295 W 2 left lanes blocked  Last updated at 08 01 09PM ,0
2019-08-01 03:57:18,,[],1156775891093131265,cleared  crash in duval on i-295 e north at exit 51 beach blvd on-ramp closed right lane blocked  last updated at 11 43 01pm ,official,fl511_northeast,Florida,Cleared  Crash in Duval on I-295 E north at Exit 51 Beach Blvd on-ramp closed right lane blocked  Last updated at 11 43 01PM ,0
2019-08-01 03:57:18,,"[{'text': 'fl511', 'indices': [107, 113]}]",1156775890447216641,new  crash in duval on i-295 e north at exit 51 beach blvd left lane blocked  last updated at 11 47 19pm  #fl511  ,official,fl511_northeast,Florida,New  Crash in Duval on I-295 E north at Exit 51 Beach Blvd left lane blocked  Last updated at 11 47 19PM  #fl511  ,1
2019-08-01 03:48:12,,[],1156773597320531968,updated  crash in duval on i-295 e north at exit 51 beach blvd on-ramp closed right lane blocked  last updated    ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north at Exit 51 Beach Blvd on-ramp closed right lane blocked  Last updated    ,1
2019-08-01 03:48:11,,[],1156773596682960896,cleared  traffic congestion in duval on i-295 e north from exit 52 university of north florida to at exit 49 st johns bluff  last   ,official,fl511_northeast,Florida,Cleared  Traffic congestion in Duval on I-295 E north from Exit 52 University Of North Florida to at Exit 49 St Johns Bluff  Last   ,0
2019-08-01 03:40:13,,[],1156771590102822913,new  planned construction in duval on i-295 e south ramp to exit 53 butler off-ramp closed  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 E south ramp to Exit 53 Butler off-ramp closed  Last updated at    ,1
2019-08-01 03:38:13,,[],1156771088619180033,new  planned construction in duval on i-295 e north ramp to exit 53 butler off-ramp closed  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 E north ramp to Exit 53 Butler off-ramp closed  Last updated at    ,1
2019-08-01 03:35:10,,[],1156770317781688320,updated  planned construction in duval on i-95 north at atlantic blvd 2 right lanes blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Planned construction in Duval on I-95 north at Atlantic Blvd 2 right lanes blocked  Last updated at    ,1
2019-08-01 03:24:25,,[],1156767615056060417,cleared  crash in duval on i-295 e north at exit 51 beach blvd 2 right lanes blocked  last updated at 11 10 07pm ,official,fl511_northeast,Florida,Cleared  Crash in Duval on I-295 E north at Exit 51 Beach Blvd 2 right lanes blocked  Last updated at 11 10 07PM ,0
2019-08-01 03:20:15,,[],1156766566144458753,updated  traffic congestion in duval on i-295 e north from exit 52 university of north florida to at exit 49 st    ,official,fl511_northeast,Florida,Updated  Traffic congestion in Duval on I-295 E north from Exit 52 University Of North Florida to at Exit 49 St    ,1
2019-08-01 03:20:15,,[],1156766565678878720,cleared  traffic congestion in duval on i-95 north at fuller warren  last updated at 10 31 29pm ,official,fl511_northeast,Florida,Cleared  Traffic congestion in Duval on I-95 north at Fuller Warren  Last updated at 10 31 29PM ,0
2019-08-01 03:18:08,,[],1156766031618199552,cleared  disabled vehicle in duval on i-95 north at fuller warren right lane blocked  last updated at 10 31 22pm ,official,fl511_northeast,Florida,Cleared  Disabled vehicle in Duval on I-95 north at Fuller Warren right lane blocked  Last updated at 10 31 22PM ,0
2019-08-01 03:11:34,,[],1156764380480049153,updated  crash in duval on i-295 e north at exit 51 beach blvd 2 right lanes blocked  last updated at 11 09 19pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north at Exit 51 Beach Blvd 2 right lanes blocked  Last updated at 11 09 19PM   ,1
2019-08-01 03:11:34,,[],1156764379544727553,updated  crash in duval on i-295 e north at exit 51 beach blvd 2 right lanes blocked  last updated at 11 10 07pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north at Exit 51 Beach Blvd 2 right lanes blocked  Last updated at 11 10 07PM   ,1
2019-08-01 03:03:13,,[],1156762278315941888,updated  crash in duval on i-295 e north at exit 51 beach blvd all lanes blocked  last updated at 11 02 46pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north at Exit 51 Beach Blvd all lanes blocked  Last updated at 11 02 46PM   ,1
2019-08-01 03:02:16,,"[{'text': 'fl511', 'indices': [107, 113]}]",1156762040901545985,new  crash in duval on i-295 e north at exit 51 beach blvd all lanes blocked  last updated at 11 01 06pm  #fl511  ,official,fl511_northeast,Florida,New  Crash in Duval on I-295 E north at Exit 51 Beach Blvd all lanes blocked  Last updated at 11 01 06PM  #fl511  ,1
2019-08-01 03:01:12,,[],1156761772210229248,updated  planned construction in duval on sr-202   butler blvd west at gate pkwy right lane blocked  last    ,official,fl511_northeast,Florida,Updated  Planned construction in Duval on SR-202   Butler Blvd west at Gate Pkwy right lane blocked  Last    ,1
2019-08-01 02:55:07,,[],1156760240685273090,updated  crash in duval on i-295 e north at exit 51 beach blvd all lanes blocked  last updated at 10 54 22pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north at Exit 51 Beach Blvd all lanes blocked  Last updated at 10 54 22PM   ,1
2019-08-01 02:52:10,,[],1156759496787726337,updated  crash in duval on i-295 e north at exit 51 beach blvd right lane blocked  last updated at 10 51 16pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north at Exit 51 Beach Blvd right lane blocked  Last updated at 10 51 16PM   ,1
2019-08-01 02:42:07,,[],1156756969782415360,new  unconfirmed planned construction in duval on sr-202   butler blvd west at gate pkwy right lane blocked     ,official,fl511_northeast,Florida,New  Unconfirmed planned construction in Duval on SR-202   Butler Blvd west at Gate Pkwy right lane blocked     ,1
2019-08-01 02:32:20,,[],1156754507424043009,updated  disabled vehicle in duval on i-95 north at fuller warren right lane blocked  last updated at 10 31 22pm   ,official,fl511_northeast,Florida,Updated  Disabled vehicle in Duval on I-95 north at Fuller Warren right lane blocked  Last updated at 10 31 22PM   ,1
2019-08-01 02:32:20,,[],1156754505439952896,updated  traffic congestion in duval on i-95 north at fuller warren  last updated at 10 31 29pm   ,official,fl511_northeast,Florida,Updated  Traffic congestion in Duval on I-95 north at Fuller Warren  Last updated at 10 31 29PM   ,1
2019-08-01 02:26:06,,[],1156752937328218113,cleared  crash in clay on sr-21   blanding blvd south at wells rd 2 left lanes blocked  last updated at 10 24 09pm ,official,fl511_northeast,Florida,Cleared  Crash in Clay on SR-21   Blanding Blvd south at Wells Rd 2 left lanes blocked  Last updated at 10 24 09PM ,0
2019-08-01 02:25:05,,[],1156752681500848128,new  crash in clay on sr-21   blanding blvd south at wells rd 2 left lanes blocked  last updated at 10 24 09pm     ,official,fl511_northeast,Florida,New  Crash in Clay on SR-21   Blanding Blvd south at Wells Rd 2 left lanes blocked  Last updated at 10 24 09PM     ,1
2019-08-01 02:24:05,,[],1156752431453224960,cleared  unconfirmed crash in clay on sr-21   blanding blvd south at wells rd 2 left lanes blocked  last updated at 10 20 42pm ,official,fl511_northeast,Florida,Cleared  Unconfirmed crash in Clay on SR-21   Blanding Blvd south at Wells Rd 2 left lanes blocked  Last updated at 10 20 42PM ,0
2019-08-01 02:21:07,,[],1156751685211041792,new  unconfirmed crash in clay on sr-21   blanding blvd south at wells rd 2 left lanes blocked  last updated at    ,official,fl511_northeast,Florida,New  Unconfirmed crash in Clay on SR-21   Blanding Blvd south at Wells Rd 2 left lanes blocked  Last updated at    ,1
2019-08-01 02:17:08,,[],1156750682172665862,new  disabled vehicle in duval on i-95 north at exit 357 edgewood left lane blocked  last updated at 10 16 10pm     ,official,fl511_northeast,Florida,New  Disabled vehicle in Duval on I-95 north at Exit 357 Edgewood left lane blocked  Last updated at 10 16 10PM     ,1
2019-08-01 02:13:21,,[],1156749730657054722, jfrdjax  actionnewsjax  cityofjax  docmoreland1  lennycurry  fhpjacksonville  farmsharefl 😂 it’s ok   fireman alwa…  ,official,JSOPIO,Florida, JFRDJAX  ActionNewsJax  CityofJax  docmoreland1  lennycurry  FHPJacksonville  FarmShareFL 😂 It’s ok   Fireman alwa…  ,1
2019-08-01 02:07:08,,[],1156748164336164864,updated  traffic congestion in duval on i-295 e north from exit 51 beach blvd to at exit 49 st johns bluff  last    ,official,fl511_northeast,Florida,Updated  Traffic congestion in Duval on I-295 E north from Exit 51 Beach Blvd to at Exit 49 St Johns Bluff  Last    ,1
2019-08-01 02:05:13,,[],1156747681731153920,updated  traffic congestion in duval on i-95 north at fuller warren  last updated at 10 04 29pm   ,official,fl511_northeast,Florida,Updated  Traffic congestion in Duval on I-95 north at Fuller Warren  Last updated at 10 04 29PM   ,1
2019-08-01 02:02:17,,[],1156746945307828224,updated  crash in duval on i-295 e north before beach blvd right lane blocked  last updated at 10 01 53pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north before Beach Blvd right lane blocked  Last updated at 10 01 53PM   ,1
2019-08-01 02:02:17,,[],1156746944741556224,updated  disabled vehicle in duval on i-95 north at fuller warren right lane blocked  last updated at 10 01 43pm   ,official,fl511_northeast,Florida,Updated  Disabled vehicle in Duval on I-95 north at Fuller Warren right lane blocked  Last updated at 10 01 43PM   ,1
2019-08-01 01:51:45,,[],1156744294386020353,"the bad guy is hoping you leave your vehicle unlocked tonight 

help the bad guy or prevent yourself from being a v…  ",official,JSOPIO,Florida,"The bad guy is hoping you leave your vehicle unlocked tonight 

Help the bad guy or prevent yourself from being a v…  ",0
2019-08-01 01:51:13,,[],1156744157651537920,updated  planned construction in alachua on sr-24   archer rd east at i-75 right lane blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Planned construction in Alachua on SR-24   Archer Rd east at I-75 right lane blocked  Last updated at    ,1
2019-08-01 01:51:12,,[],1156744156930289664,updated  crash in duval on i-295 e north before beach blvd right lane blocked  last updated at 09 50 47pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E north before Beach Blvd right lane blocked  Last updated at 09 50 47PM   ,1
2019-08-01 01:48:15,,[],1156743412659494912,updated  planned construction in duval on i-295 w south before buckman 2 right lanes blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Planned construction in Duval on I-295 W south before Buckman 2 right lanes blocked  Last updated at    ,1
2019-08-01 01:47:07,,[],1156743129493573632,updated  traffic congestion in duval on i-95 north from before atlantic blvd to at fuller warren  last updated at    ,official,fl511_northeast,Florida,Updated  Traffic congestion in Duval on I-95 north from before Atlantic Blvd to at Fuller Warren  Last updated at    ,1
2019-08-01 01:45:10,,[],1156742637766041600,cleared  crash in duval on i-95 north at fuller warren 3 right lanes blocked  last updated at 09 02 11pm ,official,fl511_northeast,Florida,Cleared  Crash in Duval on I-95 north at Fuller Warren 3 right lanes blocked  Last updated at 09 02 11PM ,0
2019-08-01 01:43:08,,[],1156742125884755968,cleared  planned construction in duval on i-10 east at exit 343 us-301 left lane blocked  last updated at 09 05 22pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-10 east at Exit 343 US-301 left lane blocked  Last updated at 09 05 22PM ,0
2019-08-01 01:42:34,,[],1156741982825435136,new  planned construction in duval on i-295 w south at exit 30 dunn ave right lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 W south at Exit 30 Dunn Ave right lane blocked  Last updated at    ,1
2019-08-01 01:33:08,,[],1156739606483742721,new  planned construction in duval on i-295 w south before buckman right lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 W south before Buckman right lane blocked  Last updated at    ,1
2019-08-01 01:23:15,,[],1156737122906324992,new  disabled vehicle in duval on i-95 north at fuller warren right lane blocked  last updated at 09 22 38pm     ,official,fl511_northeast,Florida,New  Disabled vehicle in Duval on I-95 north at Fuller Warren right lane blocked  Last updated at 09 22 38PM     ,1
2019-08-01 01:20:31,,[],1156736435019554816,our crews are now leaving the scene     fhpjacksonville is taking over ,official,JFRDJAX,Florida,Our crews are now leaving the scene     FHPJacksonville is taking over ,0
2019-08-01 01:20:07,,[],1156736334658252801,updated  traffic congestion in duval on i-295 e north from before beach blvd to at exit 49 st johns bluff  last    ,official,fl511_northeast,Florida,Updated  Traffic congestion in Duval on I-295 E north from before Beach Blvd to at Exit 49 St Johns Bluff  Last    ,1
2019-08-01 01:19:10,,[],1156736094467166208,updated  traffic congestion in duval on i-95 north from beyond atlantic blvd to at fuller warren  last updated at    ,official,fl511_northeast,Florida,Updated  Traffic congestion in Duval on I-95 north from beyond Atlantic Blvd to at Fuller Warren  Last updated at    ,1
2019-08-01 01:13:41,,[],1156734712880279552,command has now added a sixth patient to the count ,official,JFRDJAX,Florida,Command has now added a sixth patient to the count ,0
2019-08-01 01:07:08,,"[{'text': 'fl511', 'indices': [105, 111]}]",1156733066301386752,new  traffic congestion in duval on i-295 e north at exit 49 st johns bluff  last updated at 09 06 44pm  #fl511  ,official,fl511_northeast,Florida,New  Traffic congestion in Duval on I-295 E north at Exit 49 St Johns Bluff  Last updated at 09 06 44PM  #fl511  ,1
2019-08-01 01:06:08,,[],1156732815041552391,new  planned construction in duval on i-10 east at exit 343 us-301 left lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-10 east at Exit 343 US-301 left lane blocked  Last updated at    ,1
2019-08-01 01:03:09,,[],1156732063401353217,updated  crash in duval on i-95 north at fuller warren 3 right lanes blocked  last updated at 09 02 11pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-95 north at Fuller Warren 3 right lanes blocked  Last updated at 09 02 11PM   ,1
2019-08-01 01:01:09,,"[{'text': 'fl511', 'indices': [93, 99]}]",1156731559476641795,new  traffic congestion in duval on i-95 north at fuller warren  last updated at 09 00 30pm  #fl511  ,official,fl511_northeast,Florida,New  Traffic congestion in Duval on I-95 north at Fuller Warren  Last updated at 09 00 30PM  #fl511  ,1
2019-08-01 00:56:31,,[],1156730391593721858,command has advised this is an mci level i  5 patients  one with serious injuries    expect delays and be careful of our crews ,official,JFRDJAX,Florida,Command has advised this is an MCI level I  5 patients  one with serious injuries    expect delays and be careful of our crews ,0
2019-08-01 00:54:52,,[],1156729977083244544,crews are responding to a traffic accident north bound on the fuller warren bridge    s4 is on scene advising multiple patients    ,official,JFRDJAX,Florida,Crews are responding to a traffic accident north bound on the Fuller Warren Bridge    S4 is on scene advising multiple patients    ,1
2019-08-01 00:54:08,,[],1156729792290611200,new  crash in duval on i-95 north at fuller warren 3 lanes blocked  for non-contiguous blocked lanes   last    ,official,fl511_northeast,Florida,New  Crash in Duval on I-95 north at Fuller Warren 3 lanes blocked  for non-contiguous blocked lanes   Last    ,1
2019-08-01 00:51:08,,[],1156729040511885313,new  planned construction in duval on i-95 north at atlantic blvd right lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-95 north at Atlantic Blvd right lane blocked  Last updated at    ,1
2019-08-01 00:29:07,,[],1156723499349790722,new  planned construction in duval on i-295 e north at exit 49 st johns bluff right lane blocked  last updated    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 E north at Exit 49 St Johns Bluff right lane blocked  Last updated    ,1
2019-08-01 00:23:11,,[],1156722003770073090,new  planned construction in duval on us-90   beach blvd west at peach dr left lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on US-90   Beach Blvd west at Peach Dr left lane blocked  Last updated at    ,1
2019-08-01 00:16:57,,[],1156720437679796224,jacksonville baldwin  there is construction on us-301 in both directions with the left lane blocked  use caution    ,official,fl511_northeast,Florida,Jacksonville Baldwin  There is construction on US-301 in both directions with the left lane blocked  Use caution    ,1
2019-08-01 00:02:15,,[],1156716736764358656,updated  planned construction in duval on sr-21   blanding blvd south at i-295 w 2 left lanes blocked  last    ,official,fl511_northeast,Florida,Updated  Planned construction in Duval on SR-21   Blanding Blvd south at I-295 W 2 left lanes blocked  Last    ,1
2019-07-31 23:56:05,,[],1156715187019362304,new  traffic congestion in duval on sr-21   blanding blvd south at i-295 w 2 left lanes blocked  last updated at    ,official,fl511_northeast,Florida,New  Traffic congestion in Duval on SR-21   Blanding Blvd south at I-295 W 2 left lanes blocked  Last updated at    ,1
