date,geo,hashtags,id,text,type,username,road_closure
2016-10-29 03:14:25+00:00,,,792202902756470784,Northern lights visible from the summit of Mt Washington …,official,NWSColumbia,0
2016-10-28 17:40:50+00:00,,#caewx #scwx #gawxpic,792058558871330816,Dry and above normal warm pattern will continue well into next week Heres a look at the weekend and beyond #caewx #scwx # ,official,NWSColumbia,0
2016-10-28 09:43:06+00:00,,,791938331722391552,A weak front will push through today but on  wind shift expected Temps remain well above normal thru weekend in the s ,official,NWSColumbia,0
2016-10-27 23:41:29+00:00,,#scwx #gawx #caewxpic,791786928878280704,Closing in on the th day in a row without rainfall at CAE and AGS Here are the longest runs on record without rain #scwx #gawx # ,official,NWSColumbia,0
2016-10-27 21:47:50+00:00,,#caewx #scwx #gawxpic,791758330725298176, PM EDT On  a few sprinkles struggling to survive in the Upstate not looking good for our forecast area #caewx #scwx # ,official,NWSColumbia,0
2016-10-26 10:45:11+00:00,,#drought #floodpic,791229179736064000,Quite a   of a contrast in soil moisture across the Carolinas! #drought # ,official,NWSColumbia,0
2016-10-26 04:27:07+00:00,,,791134035116453888, degrees at midnight at Columbia is degrees colder than this time last night This hr temp change map shows the cooler ,official,NWSColumbia,0
2016-10-25 22:35:02+00:00,,#GOESR,791045432755511296,New launch date for #GOESR …,official,NWSColumbia,0
2016-10-25 14:31:37+00:00,,#GSPIWTpic,790923776955473920,Forecasters from NWS Columbia attending the Integrated Warning Team meeting hosted by NWSGSP at unccharlotte to build partnerships # ,official,NWSColumbia,0
2016-10-24 14:02:36+00:00,,#Matthew #scwx #gawx #caewxpic,790554084193492993,Good morning! Heres a look at the next few days most places in our region havent received rain since #Matthew #scwx #gawx # ,official,NWSColumbia,0
2016-10-23 20:50:44+00:00,,,790294407635492868,Forecast looks dry across the deep south for the week Good for river flooding relief in eastern Carolinas not good for GA AL TN ,official,NWSColumbia,0
2016-10-23 12:19:15+00:00,,#caewx #scwx #gawxpic,790165688061046784, AM temperatures beautiful start to our Sunday! Low was F CAE F AGS How chil  was it where you are #caewx #scwx # ,official,NWSColumbia,0
2016-10-23 12:13:27+00:00,,,790164228501942272,Thanks! Beautiful morning!,official,NWSColumbia,0
2016-10-22 23:05:15+00:00,,#sunset,789965872362315780,#sunset at the Columbia Metro Airport Lows tonight in the upper s to around ! ,official,NWSColumbia,0
2016-10-21 13:50:04+00:00,,#scwx #gawx #caewxpic,789463769025880064,Check conditions this evening & tomorrow before heading out on the water Lake Wind Advisory PM Fri to AM EDT Sat #scwx #gawx # ,official,NWSColumbia,0
2016-10-21 00:33:06+00:00,,,789263206955057152,Winter Outlook was released today and it calls for above normal chances for drier warmer than normal weather for us …,official,NWSColumbia,0
2016-10-20 19:20:10+00:00,,,789184451813093376,This is an interesting map showing earthquakes magnitude and higher since Parts of the Midlands and CSRA have seen …,official,NWSColumbia,0
2016-10-20 18:53:48+00:00,,,789177816289947648,The colder sir over the lakes rivers sinks and is more stable Rising air forms clouds sinking air does not ,official,NWSColumbia,0
2016-10-20 18:42:43+00:00,,#Matthew #scwx #gawx #caewxpic,789175027056775168,Neat view today Ever wondered why lakes are cloud free today Heres why! Some rivers still swollen from #Matthew #scwx #gawx # ,official,NWSColumbia,0
2016-10-20 13:08:32+00:00,,#caewx #scwx #gawxpic,789090928711438337,Oct high temp records for Columbia Metro & Augusta Bush Field F Close today high of Cold and breezy Friday! #caewx #scwx # ,official,NWSColumbia,0
2016-10-19 21:32:37+00:00,,,788855395720826880,Once again CAE AGS both fell one degree short of tying dai  record high temps CAE R AGS R,official,NWSColumbia,0
2016-10-19 12:30:01+00:00,,#scwx #gawxpic,788718846886744064,A cold front approaching this weekend will bring cooler temps and a slight chance for rain #scwx # ,official,NWSColumbia,0
2016-10-19 01:24:27+00:00,,#scwx #gawxpic,788551350443540480,Well above normal temps for a couple more days then a big cool down for the weekend as a front crosses the region on Friday #scwx # ,official,NWSColumbia,0
2016-10-18 21:30:24+00:00,,,788492450151141376,No record highs set today although it was close CAE AGS both degree from record Records higher on Wed but Thur it could happen ,official,NWSColumbia,0
2016-10-18 15:43:07+00:00,,#scwx #gawx,788405053258276864,Temperatures current  ° warmer than yesterday Record highs are at Columbia Augusta May fall just shy today #scwx #gawx,official,NWSColumbia,0
2016-10-18 13:06:42+00:00,,#scwx #gawxpic,788365690050719744,Just under record highs expected today Above normal temps through Thursday #scwx # ,official,NWSColumbia,0
2016-10-17 17:52:38+00:00,,#LaNina,788075258981089281,A wintertime #LaNina pattern ty al  gives the Southeast a warmer drier winter …,official,NWSColumbia,0
2016-10-17 16:14:04+00:00,,,788050455427424256,Abnormal  dry conditions across western SC GA NC with extreme rainfall totals along the …,official,NWSColumbia,0
2016-10-17 15:58:46+00:00,,#scwx #gawxpic,788046603336683521,Highs almost ° above normal expected over the next few days #scwx # ,official,NWSColumbia,0
2016-10-16 18:20:33+00:00,,#scwx #caewxpic,787719899951038464,Good weather for the Pee Dee to see the Antares rocket launch Monday night More info #scwx # ,official,NWSColumbia,0
2016-10-16 12:57:03+00:00,,#scwx #gawx #caewxpic,787638487390519297,Dont put away the shorts & sunglasses just yet! Most of the area will see high temps in the s today through Thursday! #scwx #gawx # ,official,NWSColumbia,0
2016-10-15 11:42:18+00:00,,#sunrise #caewxpic,787257289413578752,Great #sunrise to start what will be a beautiful day Highs in the mid to upper s # ,official,NWSColumbia,0
2016-10-14 16:01:52+00:00,,#scwx,786960222925516801,Get updates about Fall foliage in the SC Upstate at … #scwx SC State Parks,official,NWSColumbia,0
2016-10-14 15:58:29+00:00,,#scwx #gawxpic,786959369279856640,Most  sunny skies and highs in the mid to upper s will be great for any Fall activities planned this weekend! #scwx # ,official,NWSColumbia,0
2016-10-13 07:31:44+00:00,,#caewxpic,786469453773103108,Nice weather for SC GA NC today as our Hurricane recovery continues However Hurricane Nicole will pass near Bermuda this afternoon # ,official,NWSColumbia,0
2016-10-12 22:41:32+00:00,,,786336023362080768,Thankyou for sharing What a dangerous and difficult job Defintie  has our respect!,official,NWSColumbia,0
2016-10-12 21:26:17+00:00,,#Matthew #caewx #scwx #gawxpic,786317089086767104,Tad   warmer tomorrow cooler starting on Friday Great weather for Hurricane #Matthew recovery efforts #caewx #scwx # ,official,NWSColumbia,0
2016-10-12 19:52:44+00:00,,#Matthews #caewx #scwx #gawxhttps,786293544558342144,A look back at nigbht time satellite imagery in #Matthews aftermath #caewx #scwx #gawx …,official,NWSColumbia,0
2016-10-12 00:26:45+00:00,,,786000114779168768,Aerial survey imagery from NOAAs National Geodetic Survey along the FL GA SC and NC coast in the wake of Matthew … ,official,NWSColumbia,0
2016-10-11 21:28:26+00:00,,#scwx,785955243183923205,Our high of in Columbia was ~ ° BELOW normal Hope everyone is enjoying this cool fall day #scwx ,official,NWSColumbia,0
2016-10-11 06:04:22+00:00,,#Matthew,785722693316337664,These are high resolution satellite images taken before and after Hurricane #Matthew The run off from the heavy rain is easy to ,official,NWSColumbia,0
2016-10-09 16:53:30+00:00,,#Matthew #scwx #gawx #caewxpic,785161278079852546,NOAA Hurricane Hunters f ing post #Matthew Florida damage assessment missions … #scwx #gawx # ,official,NWSColumbia,0
2016-10-09 16:24:48+00:00,,#caewx #scwx #gawxpic,785154055672823808,Beautiful conditions for the SC Midlands & CSRA Satellite loop from AM AM #caewx #scwx # ,official,NWSColumbia,0
2016-10-09 14:57:23+00:00,,#caewx #scwxpic,785132054279294976, area rivers in minor flood N Fork Edisto Orangeburg & Pee Dee Cheraw Keep up on conditions here … #caewx # ,official,NWSColumbia,0
2016-10-09 12:57:09+00:00,,,785101796695879680,JL it doesnt look like it as it gets caught up in the westerlies Hope you have a great day!,official,NWSColumbia,0
2016-10-09 12:43:00+00:00,,#Matthew #caewx #scwx #gawxpic,785098233768996864,If you are still following #Matthew heres a look at the AM forecast advisory #caewx #scwx # ,official,NWSColumbia,0
2016-10-09 11:31:29+00:00,,#caewx #scwx #gawxpic,785080238053130240, AM Good morning! Heres a look at the day forecast #caewx #scwx # ,official,NWSColumbia,0
2016-10-09 03:14:08+00:00,,,784955077748486144,Thank you very much! We appreciate the follow ,official,NWSColumbia,0
2016-10-09 00:32:44+00:00,,#scwx #gawxpic,784914457080107012,Here is the pm advisory on Hurricane Matthew For more information please visit #scwx # ,official,NWSColumbia,0
2016-10-09 00:02:11+00:00,,#Matthew,784906770846187520, pm #Matthew update Rain moving east of the ,official,NWSColumbia,0
2016-10-08 22:16:26+00:00,,#scwx #Matthew,784880155768549376, of rain fell at the Columbia Metro Airport on Oct th Breaking the old record of from Hurricane Six in #scwx #Matthew,official,NWSColumbia,0
2016-10-08 21:50:13+00:00,,#Matthew,784873559038369792,Sunshine starting to break through the clouds at our office as #Matthew moves near the mouth of the Cape Fear ,official,NWSColumbia,0
2016-10-08 21:26:06+00:00,,,784867490128015360,do you know where this tree is located ,official,NWSColumbia,0
2016-10-08 21:25:28+00:00,,,784867332921307137,do you know which street this is located ,official,NWSColumbia,0
2016-10-08 21:02:27+00:00,,#scwx #gawxpic,784861536695128064,The pm update on Hurricane Matthew For more details please visit #scwx # ,official,NWSColumbia,0
2016-10-08 20:42:48+00:00,,#Matthew #gawx #scwxpic,784856594714681344,Cloud cover breaking up on the backside of #Matthew But gusty winds still a concern until am Gusts to mph in Augusta GA #gawx # ,official,NWSColumbia,0
2016-10-08 18:16:20+00:00,,#Matthew #scwx #gawx #caewxpic,784819733241573376, PM EDT NHC #Matthew update mph winds still occurring in the E Midlands and Pee Dee #scwx #gawx # ,official,NWSColumbia,0
2016-10-08 15:52:09+00:00,,#caewx #scwx,784783448888205312,There are still very high winds being reported in the E Midlands Winds will stay dangerous stay inside #caewx #scwx,official,NWSColumbia,0
2016-10-08 15:50:37+00:00,,#ShawAFB,784783063205158912,#ShawAFB wind gust mph at am FighterWing,official,NWSColumbia,0
2016-10-08 15:42:46+00:00,,#Matthew #scwx #caewx #gawxpic,784781086849052672, AM EDT update on #Matthew Still a Cat hurricane moving NNE Significant hazards still occurring in the Midlands #scwx #caewx # ,official,NWSColumbia,0
2016-10-08 15:20:43+00:00,,,784775540679073796,NHC confirms Matthew landfall near Cape Romain NWR near McClellanville SC at AM,official,NWSColumbia,0
2016-10-08 15:02:24+00:00,,,784770930899718145,It is current  right along the coast just south of Georgetown SC,official,NWSColumbia,0
2016-10-08 14:34:50+00:00,,,784763993126690818,Where is this located ,official,NWSColumbia,0
2016-10-08 13:59:09+00:00,,,784755009749651456,Peak wind gust of mph at Orangeburg airport am Increasing saturated soils will allow more trees to fall across area ,official,NWSColumbia,0
2016-10-08 13:52:22+00:00,,#scwx #Matthew,784753305188794368,Significant flooding occurring in Hol  Hill do not drive through flooded roadways! #scwx #Matthew ObgEmerOps …,official,NWSColumbia,0
2016-10-08 13:06:44+00:00,,#Matthew #scwx #gawxpic,784741820395683840,Peak wind gusts and and rainfall totals through am this morning associated with #Matthew #scwx # ,official,NWSColumbia,0
2016-10-08 12:39:45+00:00,,#Matthew #scwx #caewx #gawxpic,784735030857785344, AM NHC #Matthew Weakened to Cat still very dangerous Trop Storm Force winds CAE Very heavy rain flood warnings #scwx #caewx # ,official,NWSColumbia,0
2016-10-08 12:19:50+00:00,,,784730016336732160,Move to higher ground! Flash Flood Warning including Sumter SC Orangeburg SC Manning SC until PM ,official,NWSColumbia,0
2016-10-08 10:36:24+00:00,,#scwx #Matthew,784703987849105408,At am OGB observed a wind gust of mph #scwx #Matthew ObgEmerOps,official,NWSColumbia,0
2016-10-08 10:31:46+00:00,,#matthew,784702823866961920,Gust to gale force mph at Orangeburg at AM Its dangerous to be outside High wind warning in effect for Orangeburg #matthew,official,NWSColumbia,0
2016-10-08 10:22:30+00:00,,#Matthewhttps,784700488885407744,Please do not venture out unless it is a necessity this morning #Matthew …,official,NWSColumbia,0
2016-10-08 10:17:57+00:00,,#2016 #caewx #scwxpic,784699345928978434, AM EDT Sat Oct River Flood Warning for the N Fork Edisto River at Orangeburg … #caewx # ,official,NWSColumbia,0
2016-10-08 09:42:24+00:00,,#Matthew #scwx #gawx #caewxpic,784690398727811072,Heres the AM updated NHC track & information on #Matthew #scwx #gawx # ,official,NWSColumbia,0
2016-10-08 09:26:50+00:00,,#scwx #gawx #caewxpic,784686480778067968,We have just updated our briefing document as of AM EDT You can view it here #scwx #gawx # ,official,NWSColumbia,0
2016-10-08 09:21:47+00:00,,#matthew #scwx,784685210227146752,Over inches of rain since yesterday at the Orangeburg airport with more heavy rain expected Flash flood warning in effect #matthew #scwx,official,NWSColumbia,0
2016-10-08 08:41:13+00:00,,,784675000427175937,Thanks a lot!,official,NWSColumbia,0
2016-10-08 08:34:35+00:00,,#scwx #gawx,784673333942026240,Reports of downed trees and flooded roads making travel hazardous across the region this morning #scwx #gawx,official,NWSColumbia,0
2016-10-08 07:32:24+00:00,,#Matthew,784657684389883904,As of AM several locations in the southern and eastern midlands have reported wind gusts to tro al storm force #Matthew,official,NWSColumbia,0
2016-10-08 06:56:56+00:00,,,784648757640069120,Move to higher ground! Flash Flood Warning including Orangeburg SC and Manning SC until AM ,official,NWSColumbia,0
2016-10-08 05:58:33+00:00,,#Matthew #scwxpic,784634063395102721,#Matthew eyewall about to effect the southern South Carolina coast # ,official,NWSColumbia,0
2016-10-08 04:51:16+00:00,,#Matthew,784617133477101569, AM #Matthew nears the SC coast Updated impacts briefings and forecast at ,official,NWSColumbia,0
2016-10-08 03:20:04+00:00,,#Matthew,784594181390041088,NWS forecasters are hard at work tonight monitoring radar as rain bands from Hurricane #Matthew… ,official,NWSColumbia,0
2016-10-08 02:40:34+00:00,,#Matthew #HXD #KSAV #scwx #gawxpic,784584240046436352,#Matthew approaching SC coastline mph gusts at Hilton Head #HXD and Savannah #KSAV #scwx # ,official,NWSColumbia,0
2016-10-08 00:26:00+00:00,,#HurricaneMatthew #scwx #gawx,784550376485822465,Steadier rainfall moving into the eastern Midlands now #HurricaneMatthew #scwx #gawx,official,NWSColumbia,0
2016-10-08 00:02:13+00:00,,#HurricaneMatthew #scwx #gawxpic,784544389062197248,Maximum wind gusts and total rainfall with a closer view on the NWS Columbia forecast area Midlands and CSRA #HurricaneMatthew #scwx # ,official,NWSColumbia,0
2016-10-07 21:40:32+00:00,,#HurricaneMatthew,784508733229568000, pm #HurricaneMatthew update Most recent track forecast watches warnings wind and rainfall estimates at ,official,NWSColumbia,0
2016-10-07 20:56:17+00:00,,,784497599399288832,No there is no scenario where the center of Matthew would reach Columbia We will see strong winds and heavy rain ,official,NWSColumbia,0
2016-10-07 19:08:17+00:00,,#caewx #scwx #gawx,784470421265580032,Heres a link to our latest briefing document on Hurricane Matthews impact on the Midlands … #caewx #scwx #gawx,official,NWSColumbia,0
2016-10-07 18:39:18+00:00,,#HurricaneMatthew,784463125147815936, pm #HurricaneMatthew update Most recent track forecast watches warnings wind and rainfall estimates at ,official,NWSColumbia,0
2016-10-07 17:25:19+00:00,,#HurricaneMatthew #watches #warnings #advisories #Midlands #CSRA #scwx #gawx,784444505961304065,#HurricaneMatthew current #watches #warnings #advisories for #Midlands #CSRA #scwx #gawx ,official,NWSColumbia,0
2016-10-07 17:24:13+00:00,,#HurricaneMatthew,784444228545810432,We will be updating our #HurricaneMatthew webpage regular  with expected impacts and our latest briefings at ,official,NWSColumbia,0
2016-10-07 15:30:55+00:00,,#Matthew #scwx #gawxpic,784415715952648192,Latest forecast of #Matthew brings the storm within miles of Charleston Harbor around am Sat #scwx # ,official,NWSColumbia,0
2016-10-07 12:44:50+00:00,,#Matthew #scwx #gawxpic,784373920061423616,Latest forecast storm total rainfall am Fri am Sun associated with #Matthew Highest totals expected eastern Midlands #scwx # ,official,NWSColumbia,0
2016-10-07 12:30:51+00:00,,#scwx #caewxpic,784370403967766528, AM update from NHC If you are in a coastal evacuation zone there is little time left Please leave ahead of any storm surge #scwx # ,official,NWSColumbia,0
2016-10-07 10:41:13+00:00,,#Matthew,784342810308800512,If you are in an evacuation zone & have not evacuated NOW IS THE TIME! Hurricane #Matthew is an extreme  DANGEROUS ,official,NWSColumbia,0
2016-10-07 10:07:25+00:00,,#Matthew,784334306340667392,Check out this first hand look at the NOAA Hurricane Hunters flight through the eyewall of Hurricane #Matthew! …,official,NWSColumbia,0
2016-10-07 09:50:08+00:00,,,784329955412893697,Another great example Isaac from is another ,official,NWSColumbia,0
2016-10-07 06:52:10+00:00,,,784285168932491264, N PHI Indeed Category rating does not equal storm surge threat ,official,NWSColumbia,0
2016-10-07 06:45:35+00:00,,#gawx #scwx #matthew,784283511821783040,Remember Sandy It was on  a cat on the Saffir Simpson wind scale but produced a very destructive storm surge #gawx #scwx #matthew,official,NWSColumbia,0
2016-10-06 20:25:04+00:00,,#scwx #hurricaneMatthewpic,784127357112246272,Flash flood watch for central SC portion of CSRA Wind advisory now posted for the east Midlands #scwx # ,official,NWSColumbia,0
2016-10-06 17:45:29+00:00,,#scwx #gawx #Matthewpic,784087193333530624,Despite different wind related products issued by different offices the impacts from strong winds can be very similiar #scwx #gawx # ,official,NWSColumbia,0
2016-10-06 16:27:13+00:00,,#Dangerous #HurricaneMatthew #scwx #gawx,784067497980899329, AM Update on #Dangerous #HurricaneMatthew #scwx #gawx ,official,NWSColumbia,0
2016-10-06 13:00:01+00:00,,#Matthew #scwx #gawx #caewxpic,784015356650221571,As #Matthew approaches here is difference between a hurricane watch and a warning #scwx #gawx # ,official,NWSColumbia,0
2016-10-06 11:37:38+00:00,,#scwx #gawx #caewxpic,783994623182110720,Here are some ways to get updated hurricane information #scwx #gawx # ,official,NWSColumbia,0
2016-10-06 10:24:27+00:00,,#Matthew #scwxpic,783976204852457472, AM Update Central SC still expecting impacts from #Matthew Fri & heavy rain & strong winds # ,official,NWSColumbia,0
2016-10-06 04:10:13+00:00,,#Matthew #contents,783882024352382976, PM update on #Matthew from the NWSNHC … ,official,NWSColumbia,0
2016-10-06 00:22:40+00:00,,#Matthew,783824762053267456,NWS Columbia Meteorologist Mike Proud briefing on Hurricane #Matthew at shift change this evening ,official,NWSColumbia,0
2016-10-06 00:17:27+00:00,,#8pm #HurricaneMatthew,783823446966841345,# pm update #HurricaneMatthew weakened slight  but still dangerous category Hurricane miles SE of Nassau moving NW at mph,official,NWSColumbia,0
2016-10-05 22:05:42+00:00,,#matthewpic,783790293598384130, NWSColumbia WCM John Quagliariello giving a briefing on Hurricane Matthew during the SC governors press conference this evening # ,official,NWSColumbia,0
2016-10-05 21:15:41+00:00,,,783777705510612992,At this point yes It still might get wet and breezy maybe a few trees down but not expecting significant damage ,official,NWSColumbia,0
2016-10-05 21:12:06+00:00,,#HurricaneMatthew #scwx #gawx #Friday #Saturdaypic,783776804557484033,Latest PM update for #HurricaneMatthew #scwx #gawx main impacts #Friday into late # ,official,NWSColumbia,0
2016-10-05 18:34:43+00:00,,#Matthew #scwx #gawxpic,783737196834529281, pm Visible satellite of #Matthew showing a very strong storm as it approaches the Bahamas #scwx # ,official,NWSColumbia,0
2016-10-05 17:15:22+00:00,,#scwx #gawx #caewxpic,783717225727393792,Oct PM EDT Curent one page briefing on Hurricane Matthew for the Midlands and CSRA #scwx #gawx # ,official,NWSColumbia,0
2016-10-05 15:49:50+00:00,,#scwx #gawx #caewxpic,783695702757089280, AM update on Hurricane Matthew Local info at #scwx #gawx # ,official,NWSColumbia,0
2016-10-05 14:08:26+00:00,,#scwx #gawx #caewxpic,783670185848770560,Just a reminder the week  NOAA All Hazards Radio test is today short  after AM EDT Listen for the tone! #scwx #gawx # ,official,NWSColumbia,0
2016-10-05 12:02:08+00:00,,#scwx #gawx #caewxpic,783638401362780160, AM EDT Hurricane Matthew forecast track from NHC Current local information #scwx #gawx # ,official,NWSColumbia,0
2016-10-05 08:54:15+00:00,,#scwx #gawxpic,783591117681983488,Here is the am advisory and forecast track for Hurricane Matthew For more information visit #scwx # ,official,NWSColumbia,0
2016-10-05 06:01:36+00:00,,#scwx #gawxpic,783547669742510080,The latest advisory at am on Hurricane Matthew issued by the National Hurricane Center Visit #scwx # ,official,NWSColumbia,0
2016-10-05 03:25:48+00:00,,#caewx #scwx #gawxpic,783508459555815424,Here is the pm update on Hurricane Matthew For more information visit #caewx #scwx # ,official,NWSColumbia,0
2016-10-05 00:44:52+00:00,,#HurricaneMatthew #8pm #11pmpic,783467960002289664,#HurricaneMatthew # pm update next full update at # ,official,NWSColumbia,0
2016-10-04 23:25:42+00:00,,,783448039134461952,As always the closer to the event the models should come into even better agreement ,official,NWSColumbia,0
2016-10-04 23:06:01+00:00,,#HurricaneMatthew #scwx #gawx,783443083207868416,#HurricaneMatthew pm update #scwx #gawx ,official,NWSColumbia,0
2016-10-04 18:25:09+00:00,,#HurricaneMatthew #contents,783372399358119938, NHC Atlantic issues pm #HurricaneMatthew update … ,official,NWSColumbia,0
2016-10-04 17:13:52+00:00,,#HurricaneMatthew #GuantanamoBay,783354463406948352,#HurricaneMatthew eye now moving north towards Cuba as seen from #GuantanamoBay radar … ,official,NWSColumbia,0
2016-10-04 16:33:44+00:00,,,783344364298838018,This is our current thinking given the current official forecast track ,official,NWSColumbia,0
2016-10-04 16:21:48+00:00,,,783341359537201152,Expecting breezy conditions and rainfall possib  heavy at times It will real  depend on the eventual track of Matthew ,official,NWSColumbia,0
2016-10-04 15:52:17+00:00,,#Matthew #scwx #gawxpic,783333933068849152,#Matthew will approach the SC coastline late this week Here are the potential impacts as of am #scwx # ,official,NWSColumbia,0
2016-10-04 13:22:55+00:00,,#Matthew #scwx #gawxpic,783296341992730624,Sunrise vis image of #Matthew short  after making landfall in Haiti For the latest on the storm visit #scwx # ,official,NWSColumbia,0
2016-10-04 13:10:01+00:00,,#Matthew,783293094242488320,Periscope broadcast from NHC director this morning with the latest info on # …,official,NWSColumbia,0
2016-10-04 11:52:37+00:00,,,783273615500402688,First Cat hurricane to landfall in Haiti since …,official,NWSColumbia,0
2016-10-04 09:09:34+00:00,,#caewx #scwx #gawxpic,783232582544523264,Here is the latest information on Hurricane Matthew as of am this morning #caewx #scwx # ,official,NWSColumbia,0
2016-10-03 18:39:33+00:00,,#Matthew,783013636100980737, pm Visible image of #Matthew shows it is still very impressive and a dangerous storm! Latest model guidance showing a westward ,official,NWSColumbia,0
2016-10-03 16:50:45+00:00,,,782986257769046016,No problem,official,NWSColumbia,0
2016-10-03 16:35:51+00:00,,,782982509273444353,There are several out there Here are a couple ; …,official,NWSColumbia,0
2016-10-03 16:30:36+00:00,,,782981184506761220,Last week our office participated in the th Annual NWS Week of Service by teaming up with Harvest Hope Food Bank to host a food ,official,NWSColumbia,0
2016-10-03 15:45:18+00:00,,#Matthewhttps,782969785055412224,Good information about #Matthew …,official,NWSColumbia,0
2016-10-03 15:11:01+00:00,,#Matthew #scwx #gawxpic,782961157246255109,Hurricane #Matthew maintains category speeds in the Caribbean moving northward #scwx # ,official,NWSColumbia,0
2016-10-03 13:53:10+00:00,,#Matthew,782941567594225664,Amazing rainfall forecasts in the Caribbean with # …,official,NWSColumbia,0
2016-10-03 13:29:41+00:00,,#Matthew,782935656720891904,WFO Columbia Warning Coordination Meteorologist John Quagliariello gave #Matthew briefing to state officials this …,official,NWSColumbia,0
2016-10-03 13:26:03+00:00,,#Matthew,782934743763550208,Impressive wind pressure signature as #Matthew makes a direct hit on a buoy in the Caribbean! …,official,NWSColumbia,0
2016-10-03 09:00:12+00:00,,#caewx #scwx #gawxpic,782867839711481859,Here is the latest information on Hurricane Matthew as of am this morning #caewx #scwx # ,official,NWSColumbia,0
2016-10-02 15:57:20+00:00,,#Hurricane #Matthew #scwx #gawxpic,782610424927662081, am update for #Hurricane #Matthew #scwx # ,official,NWSColumbia,0
2016-10-02 09:11:52+00:00,,#caewx #scwx #gawxpic,782508387057618945,Here are the latest details on Hurricane Matthew as of am this morning #caewx #scwx # ,official,NWSColumbia,0
2016-10-01 22:02:39+00:00,,#scwx #gawx #caewxpic,782339974083514368, PM EDT Keeping a wary eye on the tro  Enjoy sun for now think about preparedness for later next week #scwx #gawx # ,official,NWSColumbia,0
2016-10-01 09:01:38+00:00,,#caewxpic,782143424069795841,Here is latest information on Hurricane Matthew as of am Saturday morning # ,official,NWSColumbia,0
2016-11-29 20:48:02+00:00,,,803702081026658305,PSA Storm debris removal efforts public and private G NN COUNTY The final pass for Hurricane Matthew ,official,GlynnCounty,0
2016-11-29 14:08:07+00:00,,,803601439356489728,EAR  VOTING TO BEGIN DECEMBER The G nn County Board of Elections announces that ear  voting for the ,official,GlynnCounty,0
2016-11-28 22:02:42+00:00,,,803358480279236608,Come join the Recreation and Parks Department this Friday for a visit with Santa movie in the theatre hot ,official,GlynnCounty,0
2016-11-21 17:29:01+00:00,,,800752894072889344,PRESS RELEASE G nn County names Community Development Director G NN COUNTY Ga – Pamela Kay Thompson has ,official,GlynnCounty,0
2016-11-21 14:21:53+00:00,,,800705797214740480,PRESS RELEASE SPLOST moving ahead G NN COUNTY Ga – Following the passage of the SPLOST referendum ,official,GlynnCounty,0
2016-10-27 12:49:11+00:00,,,791622775173685249,PSA Debris  k up on private roads G NN COUNTY The G nn County Board of Commissioners voted to  k up ,official,GlynnCounty,0
2016-10-20 20:28:12+00:00,,,789201572618129408,PSA Storm related debris removal schedule G NN COUNTY Ceres Environmental Services Inc has provided a ,official,GlynnCounty,0
2016-10-20 16:12:59+00:00,,,789137348344832001,PSA Mosquito control aerial spraying planned G NN COUNTY Mosquito Control Services is planning an aerial ,official,GlynnCounty,0
2016-10-20 16:12:59+00:00,,,789137347900309505,PSA Mosquito control aerial spraying planned G NN COUNTY Mosquito Control Services is planning an aerial ,official,GlynnCounty,0
2016-10-19 15:12:03+00:00,,,788759623327182848,SBA Offers Disaster Assistance to Businesses and Residents in Georgia Affected by Hurricane Matthew WASHINGTON ,official,GlynnCounty,0
2016-10-18 20:14:00+00:00,,,788473225290346496,PSA G nn County declared for Individual Assistance G NN COUNTY The Federal Emergency Management Agency ,official,GlynnCounty,0
2016-10-14 21:02:59+00:00,,,787035999415181312,PSA Post Matthew Debris Removal to Begin G NN COUNTY Recovery efforts are underway to remove storm ,official,GlynnCounty,0
2016-10-13 18:07:14+00:00,,,786629384119746560,PSA Red Cross Shelter Available G NN COUNTY The Red Cross has opened a shelter at Selden Park for those ,official,GlynnCounty,0
2016-10-11 16:49:29+00:00,,,785885042342068224,PSA Final Recovery & Re entry Plan – G NN COUNTY G nn County Department of Public Works ,official,GlynnCounty,0
2016-10-11 14:15:16+00:00,,,785846232971350016,Boil water advisory lefited for St Simons Island ,official,GlynnCounty,0
2016-10-11 14:13:57+00:00,,,785845901147463680,From the Brunswick G nn County Joint Water & Sewer Commission Boil Water Advisory for St Simons Island Lifted ,official,GlynnCounty,0
2016-10-10 22:40:46+00:00,,,785611054827003904,I posted a new video to Facebook ,official,GlynnCounty,0
2016-10-10 22:36:59+00:00,,,785610105752543232,PSA Recovery & Re entry Plan – G NN COUNTY G nn County Department of Public Works Georgia ,official,GlynnCounty,0
2016-10-10 13:12:51+00:00,,,785468136799821824,PSA Recovery & Re entry Plan – G NN COUNTY G nn County Department of Public Works Georgia ,official,GlynnCounty,0
2016-10-09 23:42:07+00:00,,,785264109453541376,PSA St Simons Island Recovery & Re entry Update – G NN COUNTY The cleanup crews on St Simons ,official,GlynnCounty,0
2016-10-09 18:13:56+00:00,,,785181519178596352,I posted a new video to Facebook ,official,GlynnCounty,0
2016-10-09 17:37:01+00:00,,,785172227943755776,St Simons Island Recovery & Re entry Update – The cleanup crews made incredible progress yesterday ,official,GlynnCounty,0
2016-10-09 15:00:36+00:00,,,785132865134682112,Boil Water advisory for St Simons Island ,official,GlynnCounty,0
2016-10-08 23:08:59+00:00,,,784893380711084032,ALERT At this time all exits in G nn County off of I have been opened As a reminder St Simons Island and ,official,GlynnCounty,0
